Unnamed: 0,Factory Name (En),Factory Name (Ar),Phone Number,Factory Email,Emirate, Products,Unnamed: 7,Unnamed: 8,Unnamed: 9,Activities,Unnamed: 11,Unnamed: 12
,,,,,,,,,,2431002,صناعة أنابيب ومواسير وأشكال مجوَّفة ولوازمها من حديد الصب,"Cast Iron Tubes, Pipes, Hollow Profiles and Fittings Manufacturing"
,BILDCO AERATED CONCRETE PRODUCTS,بلدكو للمنتجات الخرسانية الهوائية العازلة,0564036983,bildco@emirates.net.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,70169000,- Other,,- غيرها ,2391002,صناعة طابوق وبلاطات السيراميك المقاوم للحرارة وما يماثلها,"Refractory Ceramic Bricks, Blocks and Tiles and Smilar Manufacturing"
,BILDCO Cement Products LLC,بلدكو للمنتجات الاسمنتية ذ.م.م,025511990,eman@bildco.ae,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,68101100,- - Building blocks and bricks,,- - كتل وأجر للبناء ,2395001,صناعة أصناف مسبقة الصب للبناء,Construction Precast Articles Manufacturing
,,,,,,68101921, - - - - Paving blocks and slabs,,- - - - بلاط وكتل جانبية (بردورات) لرصف الطرق ,2395005,صناعة مكونات إنشائية مسبقة الصنع,Prefabricated Structural Components Manufacturing
,BIN ABLAN FOODS INDUSTRY,بن عبلان لصناعة الاغذية,042672266,info@binablan.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,19059050,- - - Cake (gateau) and the like,,- - - كيك ، جاتو وما يماثله ,1071002,صناعة المنتجات الطازجة من المعجنات والفطائر والمخبوزات المحشوة,"Fresh Products, Pastry, and Baked Stuffed Manufacturing"
,BIN AWEIDHA EMELCOLD - Sole Proprietorship LLC,بن عويضة اميل كولد -شركة الشخص الواحد( ذ .م . م ),037847071,emelcold@emelcold.ae,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,84186910,  - - - Potable water coolers,,- - - برادات لمياة الشرب             ,2750002,صناعة مبردات الماء المنزلية,Domestic Water Coolers Manufacturing
,Bin Brook Plastic Industries (Brook Plast),بن بروك للصناعات البلاستيكية ( بروك بلاست ),037220222,ali@brookplast.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39021000,- Polypropylene,,ـ بولي بروبيلين,2220103,صناعة الانابيب والمواسير والخراطيم البلاستيكية ولوازمها,"Plastic Tubes , Pipes, Hoses and its Fittings Manufacturing"
,,,,,,39041000,"- Poly(vinyl chloride), not Mixed with any Other substances",,ـ بولي (كلوريد  الفينيل )غير ممزوج بمواد أُخر,,,
,BIN DASMAL DOORS L.L.C,بن دسمال للابواب ش.ذ.م.م,045868999,doors@bindasmal.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,73083000,"- Doors, windows and their frames and thresholds for doors",,- أبواب ونوافذ و أطرها وعتبات الأبواب ,2511003,صناعة الأطر والهياكل المعدنية اللازمة للتشييد وأجزاء منها,Construction Metal Framework and  Skeletons and Parts thereof Manufacturing
,BIN FADEL ALMAZROUEI READY MIX - SOLE PROPRIETORSHIP L.L.C.,بن فاضل المزروعي للخرسانة الجاهزة  - شركة  الشخص الواحد ذ م م,0564222572,hr@binfadel.ae,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,38160000,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01.",,إسمنت وملاط وخرسانة ومركبات مماثلة متحملة للحرارة، بما فيها خلطة الدولوميت الجاهزة لتبطين الأفران، عدا منتجات البند 38.01 .,2395002,صناعة الخرسانة الجاهزة والخلطات الخرسانية الجافة والملاط,Ready-mix and Dry-mix Concrete and Mortars Manufacturing
,BIN GHALIB ENGINEERING ENTERPRISES,مشاريع بن غالب الهندسية,065135777,hazem@binghalib.com,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,85371000,"- For a voltage not exceeding 1,000 V ",,- لجهد (توتر) لا يزيد عن 1000 فولت (V),2710005,صناعة لوحات التحكم لتوزيع الطاقة الكهربائية,Electric Power Distribution Control Panels  Manufacturing
,BIN GHURAIR METAL INDUSTRIES L.L.C,بن غرير للصناعات المعدنية ش.ذ.م.م,0551232920,nagib@bgtdubai.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39252000,"- Doors, windows and their frames and thresholds for doors",,ـ أبواب ونوافذ وأُطرها وعتبات الأبواب,2511008,صناعة الأبواب المعدنية المقاومة للحريق,Fireproof Metal Doors Manufacturing
,BIN HUSSAIN ALUMANIUM & GLASS FACTORY,مصنع بن حسين للالمنيوم والزجاج,0555382672,info@benhussain.com,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,73083000,"- Doors, windows and their frames and thresholds for doors",,- أبواب ونوافذ و أطرها وعتبات الأبواب ,2310012,صناعة الزجاج المسطح المقسَّى أو المنضَّد,Toughened or Laminated Flat Glass Manufacturing
,,,,,,70049000,- Other glass,,- زجاج أخر ,2511003,صناعة الأطر والهياكل المعدنية اللازمة للتشييد وأجزاء منها,Construction Metal Framework and  Skeletons and Parts thereof Manufacturing
,BIN LAHEJ CEMENT PRODUCTS L.L.C,بن لاحج للمنتجات الاسمنتية ( ذ.م.م ),048802080,blcp@eim.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,68101990,- - - Other,,- - - غيرها ,2395001,صناعة أصناف مسبقة الصب للبناء,Construction Precast Articles Manufacturing
,,,,,,,,,,2391002,صناعة طابوق وبلاطات السيراميك المقاوم للحرارة وما يماثلها,"Refractory Ceramic Bricks, Blocks and Tiles and Smilar Manufacturing"
,,,,,,,,,,2395002,صناعة الخرسانة الجاهزة والخلطات الخرسانية الجافة والملاط,Ready-mix and Dry-mix Concrete and Mortars Manufacturing
,,,,,,,,,,2029001,صناعة مواد إطفاء الحريق,Fire Extinguishing Materials Manufacturing
,BIN LAHEJ CRUSHERS LLC FUJAIRAH BRANCH,كسارات بن لاحج ذ.م.م فرع الفجيرة,0507651784,badeiee@yahoo.com,Fujairah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,25171000,"- Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",,- حصى حصباء وحجارة مجروشة أو مكسرة من الأنواع المستعملة عادة للخرسانة أو رصف الطرق أو السكك الحديدية أو أنواع الرصف الأخرى وحصى شواطئ وأحجار صوان، وإن كانت معالجة بالحرارة ,0_26990100_,Sand washing and preparation,Sand washing and preparation
,BIN SARI METAL CASTING L.L.C ,بن ساري لسباكة المعادن ش.ذ.م.م ,048867015,raunaq@bsstechnologies.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,79070093," - - - - Cathodic protection anodes (sacrificial anodes) used for protecting pipelines and ships tanks … etc., from corrosion",,- - - - أقطاب الوقاية الكاثودية المستخدمة لحماية الأنابيب وخزانات السفن … الخ من التآكل,2029026,صناعة الكربون المنشط والعوامل المساعدة والمواد الواقية الكيماوية,"Activated Carbon, Auxiliary Agents and Anti Corrosions Chemicals Manufacturing"
,BIN SARI METAL CASTING LLC,بن ساري لسباكة المعادن ش ذ م م,0559687040,raunaq@bsstechnologies.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,85381000,"- Boards, panels, consoles desks, cabinets and other bases for the goods of heading 85.37, not equipped with their appuratus ",,- لوحات وتابلوهات ، مناضد ، خزائن وغيرها من الحوامل للأصناف الداخلة في البند 85.37 ، غير مزودة بأجهزتها ,2710005,صناعة لوحات التحكم لتوزيع الطاقة الكهربائية,Electric Power Distribution Control Panels  Manufacturing
,,بن ساري لسباكة المعادن ش.ذ.م.م,0559687040,raunaq@bsstechnologies.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,79070093," - - - - Cathodic protection anodes (sacrificial anodes) used for protecting pipelines and ships tanks … etc., from corrosion",,- - - - أقطاب الوقاية الكاثودية المستخدمة لحماية الأنابيب وخزانات السفن … الخ من التآكل,2432002,سبك مسبوكات المعادن غير الحديدية,Casting of Non-Ferrous Metal Castings
,,,,,,73251090,- - - Other,,- - - غيرها ,2710003,صناعة محولات التوزيع الكهربائية,Electric  Distribution Transformers Manufacturing
,,,,,,85044090,- - - Other,,ـ ـ ـ غيرها ,,,
,BINAIR INDUSTRIAL LLC,شركة بنير الصناعية ( ذ.م.م). ,043472626,binair@emirates.net.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,73229000,- Other,,- غيرها ,2819201,صناعة أجهزة تكييف الهواء,Air-Conditioning Machines Manufacturing
,,,,,,76109010,- - - Bridges and Bridges-sections,,- - - جسور ومقاطع جسور ,,,
,BINOMAIR PRINTING PRESS / L.L.C,مطابع بن عمير للنشر والتوزيع/ ذ.م.م,0506344307,binhumair@hotmail.com,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,47073000," - Paper or paperboard made mainly of mechanical pulp (for example, newspapers, journals and similar printed matter)",, - ورق أو ورق مقوى، مصنوع بصورة رئيسية من عجائن آلية (مثل ورق، الصحف والمجلات والمطبوعات المماثلة) ,1811001,طباعة الاستمارات والمواد التجارية المطبوعة الأخرى,Business Forms and Other Commercial Printing
,BIOTEK SOLUTIONS (LLC-SO),.بيوتك سلوشنز شركة الشخص الواحد .ذ.م.م,043476017,info@bioteksolutions.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,34011150,  - - - Disinfectant Soap,,  - - - صابون مطهر,2021004,صناعة المطهرات,Disinfectants Manufacturing
,Biri Industries L.L.C,بيري للصناعات ش.ذ.م.م,072447874,basel@birigroup.com,Ras Al Khaimah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39172300,  - - Of polymers of vinyl chloride,,ـ ـ من بوليمرات كلوريد الفينيل,2220103,صناعة الانابيب والمواسير والخراطيم البلاستيكية ولوازمها,"Plastic Tubes , Pipes, Hoses and its Fittings Manufacturing"
,,,,,,39173900,  - - Other,,ـ ـ غيرها,2220151,صناعة الأبواب والنوافذ والأُطر والمصاريع البلاستيكية ومايماثلها,"Plastic Doors, Windows, Frames, Shutters, and Similar Manufacturing"
,,,,,,84314100," - - Buckets, shovels, grabs and grips  ",, - - قواديس، مجارف، خطاطيف وكلاليب ,,,
,,,,,,39259000,- Other,,ـ غيرها,,,
,,,,,,39269040,"  - - - Screws, bolts, washers and similar fittings of general use",,  - - - براغي ومسامير لولبية وحلقات وما يماثلها من الأجزاء واللوازم للاستعمالات العامة ,,,
,,,,,,39269099,   - - - - Other,, - - - - غيرها,,,
,BISHAH STEEL INDUSTRIES L.L.C,بيشة لصناعة الحديد (ش.ذ.م.م.),048854777,info@bishahsteel.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,72099000,- Other,,- غيرها ,2410902,تجهيز القضبان الحديدية,Steel Bars Preparation
,Bitutrade Industrial Co. LLC,بيتوتريد للصناعات ذ.م.م,0506578960,accounts@bitutrade.ae,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,27150000,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs).",,مخاليط قارية أساسها الاسفلت أو القار الطبيعيان أو القار النفطي أو القار المعدني أو زفت القطران المعدني (معاجين قارية ومعاجين كت - باك ، مثلا) .,0_23200600_,صناعة اسفلت الرصيف والمنتوجات الاسفلتية,Manufacture of asphalt pavement and asphalt products
,BKG MODULAR SYSTEMS L.L.C,بي كي جي لأنظمة التركيبات الانشائية ش.ذ.م.م,0559001114,manvahi@dbbcg.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,94060039,"Prefabricated buildings other than those of subheading 9406.0031 to 9406.0034, of iron, n.e.s.",,"مباني مسبقة الصنع , من حديد (غ.م.ك)",2511005,صناعة المباني الجاهزة المعدنية,Metal Prefabricated Buildings Manufacturing
,BLACK BULLS GREASE AND LUBRICANTS MANUFACTURING L.L.C,بلاك بولز لصناعة الشحوم وزيوت التزليق ش. ذ. م .م ,048806580,md@blackbulls.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
